Book_Name_x,Author_x,Rating_x,Number of Reviews_x,Price_x,Description,Listening Time,Ranks and Genre,Matched_Book_Name,Book_Name_y,Author_y,Rating_y,Number of Reviews_y,Price_y
The Day of the Jackal,Frederick Forsyth,4.5,822.0,820,"One of the most celebrated thrillers ever written, The Day of the Jackal is the electrifying story of an anonymous Englishman who in, the spring of 1963, was hired by Colonel Marc Rodin, Operations Chief of the O. A. S., to assassinate General de Gaulle.",13 hours and 2 minutes,",#2,576 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#87 in Suspense,#4,190 in Crime, Thriller & Mystery (Books),#4,916 in Contemporary Fiction (Books)",The Day of the Jackal,The Day of the Jackal,Frederick Forsyth,4.5,815.0,820.0
The Courage to Be Happy: True Contentment Is Within Your Power,Ichiro Kishimi,4.6,168.0,569,The sequel to the mega-selling international phenomenon The Courage to Be Disliked.,6 hours and 10 minutes,",#2,204 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#66 in Relationships,#161 in Psychology (Audible Audiobooks & Originals),#323 in Personal Success",The Courage to Be Happy: True Contentment Is Within Your Power,The Courage to Be Happy: True Contentment Is Within Your Power,Ichiro Kishimi,4.6,166.0,569.0
Everybody Loves a Good Drought: Stories from India’s Poorest Districts,P. Sainath,4.6,183.0,1005,"Acclaimed across the world, prescribed in over 100 universities and colleges, and included in part in The Century's Greatest Reportage (Ordfront, 2000), alongside the works of Gabriel Garcia Marquez, Studs Terkel, and John Reed, Everybody Loves a Good Drought is the established classic on rural poverty in India. Twenty years after publication, it remains unsurpassed in the scope and depth of reportage, providing an intimate view of the daily struggles of the poor and the efforts, often ludicrous, made to uplift them.",14 hours and 36 minutes,",#1,255 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#18 in Indian History (Audible Audiobooks & Originals),#20 in World History (Audible Audiobooks & Originals),#21 in Literary Essays",Everybody Loves a Good Drought: Stories from India’s Poorest Districts,Everybody Loves a Good Drought: Stories from India’s Poorest Districts,P. Sainath,4.6,182.0,1005.0
Jeeves in the Offing,Ian Carmichael,4.6,64.0,467,"Jeeves is on holiday in Herne Bay, and while he's away the world caves in on Bertie Wooster. For a start, he's astonished to read in The Times of his engagement to the mercurial Bobbie Wickham. Then at Brinkley Court, his Aunt Dahlia's establishment, he finds his awful former head master in attendance ready to award the prizes at Market Snodsbury Grammar School. And finally the Brinkley butler turns out for reasons of his own to be Bertie's nemesis in disguise, the brain surgeon Sir Roderick Glossop.",4 hours and 48 minutes,",#2,104 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Humorous Fiction,#103 in Classic Literature,#828 in Humour (Books)",Jeeves in the Offing,Jeeves in the Offing,Ian Carmichael,4.6,63.0,467.0
Chariots of the Gods,Erich von Daniken,4.3,2739.0,668,"Erich von Däniken's Chariots of the Gods is a work of monumental importance---the first book to introduce the shocking theory that ancient Earth was visited by aliens. This world-famous best seller has withstood the test of time, inspiring countless books and films, including the author's own popular sequel, The Eye of the Sphinx. But here is where it all began---von Däniken's startling theories of our earliest encounters with alien worlds, based upon his lifelong studies of ancient ruins, lost cities, potential spaceports, and a myriad of hard scientific facts that point to extraterrestrial intervention in human history. Most incredible of all, however, is von Däniken's theory that we ourselves are the descendents of these galactic pioneers---and the archaeological discoveries that prove it:",5 hours and 55 minutes,",#2,270 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Unexplained Mysteries,#12 in Ancient History (Audible Audiobooks & Originals),#39 in World History (Audible Audiobooks & Originals)",Chariots of the Gods,Chariots of the Gods,Erich von Daniken,4.3,2710.0,668.0
"Stock Market Investing for Beginners: The Easiest Guide to Learn the Basics of the Stock Market, Start Creating Your Wealth and Pursue Financial Freedom with Proven Strategies",James Johnson,4.4,8.0,501,"Are you a beginner who is looking to open a self-directing stock investing account for the first time? If so, that means Stock Market Investing for Beginners is the book you are looking for!",3 hours and 15 minutes,",#2,266 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in Stocks,#1,261 in Computers & Internet,#3,655 in Analysis & Strategy","Stock Market Investing for Beginners: The Easiest Guide to Learn the Basics of the Stock Market, Start Creating Your Wealth and Pursue Financial Freedom with Proven Strategies","Stock Market Investing for Beginners: The Easiest Guide to Learn the Basics of the Stock Market, Start Creating Your Wealth and Pursue Financial Freedom with Proven Strategies",James Johnson,4.4,8.0,501.0
The Great Alone,Kristin Hannah,4.6,772.0,323,"Alaska, 1974. Untamed. Unpredictable. A story of a family in crisis struggling to survive at the edge of the world, it is also a story of young and enduring love. ",15 hours and 2 minutes,",#2,165 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Small Town & Rural Fiction,#4 in 20th Century Historical Romance,#32 in Family Life Fiction",Alone,Alone,E.J. Noyes,4.9,143.0,668.0
Vicious Spirits,Kat Cho,4.4,12.0,1382,New romance and dangers abound in this companion to the crowd-pleasing Wicked Fox.,11 hours and 49 minutes,",#1,759 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Contemporary Fantasy for Teens,#1 in Multicultural Fiction for Teens,#2 in Myths & Legends for Teens",Vicious,Vicious,L.J. Shen,4.7,1481.0,836.0
Room on the Broom,Julia Donaldson,4.8,7030.0,323,"Read by Josie Lawrence, Room on the Broom is a very funny story of quick wits and friendship from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobok edition also includes a song and a read-along track. ",24 minutes,",#2,126 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Dragons & Mythical Creatures Fantasy for Children,#3 in Stories in Verse for Children,#21 in Animal Fiction for Children",Room,Room,Emma Donoghue,4.4,5790.0,323.0
Room on the Broom,Julia Donaldson,4.8,7030.0,323,"Read by Josie Lawrence, Room on the Broom is a very funny story of quick wits and friendship from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobok edition also includes a song and a read-along track. ",24 minutes,",#2,126 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Dragons & Mythical Creatures Fantasy for Children,#3 in Stories in Verse for Children,#21 in Animal Fiction for Children",Room,Room,Emma Donoghue,4.4,5790.0,323.0
"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,4.6,874.0,515,"In the beginner's mind there are many possibilities, but in the expert's there are few. So begins this most beloved of all American Zen works. Seldom has such a small handful of words provided a teaching as rich as this famous opening line of Shunryu Suzuki's classic. In a single stroke, the simple sentence cuts through the pervasive tendency students have of getting so close to Zen as to completely miss what it's all about. An instant teaching in the first minutes. And that's just the beginning. ",2 hours and 58 minutes,",#2,411 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Zen Buddhism,#16 in Buddhist Philosophy & Practice,#120 in Philosophy (Audible Audiobooks & Originals)","Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice","Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,4.6,865.0,515.0
Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up Without Quitting Your Job,Kanth Miriyala,4.0,125.0,501,You have a job and an idea for a business. What do you do then? ,3 hours and 1 minute,",#2,021 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#24 in Small Businesses,#56 in Gardening & Landscape Design,#104 in Business Management",Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up Without Quitting Your Job,Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up Without Quitting Your Job,Kanth Miriyala,4.0,125.0,501.0
Universal Mind Power: New Silva Method Techniques for Developing Your Ideal Self,Laura Silva,-1.0,,1439,Maximize the incredible power within you. ,5 hours and 4 minutes,",#2,060 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#302 in Personal Success,#4,331 in Personal Development & Self-Help",Universal Mind Power: New Silva Method Techniques for Developing Your Ideal Self,Universal Mind Power: New Silva Method Techniques for Developing Your Ideal Self,Laura Silva,-1.0,,1439.0
Democracy on the Road,Ruchir Sharma,3.9,127.0,1005,"On the eve of a landmark general election, Ruchir Sharma offers an unrivaled portrait of how India and its democracy work, drawn from his two decades on the road chasing election campaigns across every major state, travelling the equivalent of a lap around the earth.",13 hours and 8 minutes,",#2,746 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Political Campaigns & Elections,#6 in Democracy,#25 in Indian History (Audible Audiobooks & Originals)",Democracy on the Road,Democracy on the Road,Ruchir Sharma,3.9,127.0,1005.0
The Death of Mrs Westaway,Ruth Ware,4.4,1311.0,888,"Random House presents the audiobook edition of The Death of Mrs Westaway, by Ruth Ware.",14 hours and 14 minutes,",#2,178 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#30 in Crime Thrillers,#34 in Psychological Thrillers,#78 in Suspense",The Death of Mrs Westaway,The Death of Mrs Westaway,Ruth Ware,4.4,1296.0,888.0
The Art of Empathy: A Training Course in Life's Most Essential Skill,Karla McLaren,3.8,3.0,1148,"Some of us are natural-born empaths - those with an exceptional gift for feeling and understanding the emotions, circumstances, and needs of others. But empathy, teaches Karla McLaren, is a universal human skill that we can all learn to awaken and use wisely. With The Art of Empathy, you will learn, step-by-step, the art of experiencing through the eyes and hearts of those around you - and to connect with and support them most effectively. Drawing on insights spanning social psychology, current brain research, and traditional healing and spiritual wisdom, this acclaimed teacher and author shows us how to: ",6 hours and 56 minutes,",#2,634 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#25 in Spiritualism,#26 in Other Religions, Practices & Sacred Texts,#190 in Psychology (Audible Audiobooks & Originals)",The Art of Empathy: A Training Course in Life's Most Essential Skill,The Art of Empathy: A Training Course in Life's Most Essential Skill,Karla McLaren,3.8,3.0,1148.0
Anger Management Workbook for Men: Take Control of Your Anger and Master Your Emotions,Aaron Karmin MA,4.4,354.0,501,"“Aaron’s experience treating anger is second to none.” (Dr. Nathan R. Hydes, PhD; US Navy Psychologist)",3 hours and 14 minutes,",#2,256 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Anger Management,#30 in Stress Management,#4,810 in Personal Development & Self-Help",Anger Management Workbook for Men: Take Control of Your Anger and Master Your Emotions,Anger Management Workbook for Men: Take Control of Your Anger and Master Your Emotions,Aaron Karmin MA,4.4,346.0,501.0
"The Unavailable Father: Seven Ways Women Can Understand, Heal, and Cope with a Broken Father-Daughter Relationship",Sarah S. Rosenthal,3.4,22.0,603,Strategies for overcoming a damaged father/daughter relationship,6 hours and 4 minutes,",#2,873 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Fatherhood,#90 in Relationships,#401 in Personal Success","The Unavailable Father: Seven Ways Women Can Understand, Heal, and Cope with a Broken Father-Daughter Relationship","The Unavailable Father: Seven Ways Women Can Understand, Heal, and Cope with a Broken Father-Daughter Relationship",Sarah S. Rosenthal,3.4,22.0,603.0
